BOROUGH,BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
BRONX,2306,9,355 EAST 143RD STREET,10454,MOTT HAVEN,MOTT HAVEN,1,PLUMBERS SHOP
BRONX,2306,9,357 EAST 143RD STREET,10454,MOTT HAVEN,MOTT HAVEN,1,
BRONX,2306,9,383 EAST 143RD STREET,10454,MOTT HAVEN,MOTT HAVEN,1,
BRONX,2306,9,385 EAST 143RD STREET,10454,MOTT HAVEN,MOTT HAVEN,1,
BRONX,2306,9,375 EAST 143RD STREET,10454,MOTT HAVEN,MOTT HAVEN,1,COMMUNITY CENTER/NURSERY SCHOOL
BRONX,2311,1,215 ALEXANDER AVENUE,10454,MITCHEL,MITCHEL,1,HEATING STOREROOM/ JANITORIAL STORE ROOM/ MAINTENANCE SHOP/ MAINTENANCE STORE ROOM
BRONX,2311,1,217 ALEXANDER AVENUE,10454,MITCHEL,MITCHEL,1,
BRONX,2311,1,225 ALEXANDER AVENUE,10454,MITCHEL,MITCHEL,1,DEVELOPMENT MANAGEMENT OFFICE
BRONX,2311,1,205 ALEXANDER AVENUE,10454,MITCHEL,MITCHEL,1,ELEVATOR SERVICE AREA #5/ BOILER/ PLUMBERS SHOP
BRONX,2311,1,207 ALEXANDER AVENUE,10454,MITCHEL,MITCHEL,1,
BRONX,2311,1,175 ALEXANDER AVENUE,10454,MITCHEL,MITCHEL,1,ELECTRICIAN'S SHOP/ MAINTENANCE AND JANITORIAL STORAGE ROOM
BRONX,2311,1,177 ALEXANDER AVENUE,10454,MITCHEL,MITCHEL,1,
BRONX,2311,1,185 ALEXANDER AVENUE,10454,MITCHEL,MITCHEL,1,
BRONX,2311,1,303 EAST 135TH STREET,10454,MITCHEL,MITCHEL,1,CABINET STORAGE/ CARPENTERS SHOP/ GROUNDS SHOP
BRONX,2311,1,305 EAST 135TH STREET,10454,MITCHEL,MITCHEL,1,
BRONX,2311,1,300 EAST 138TH STREET,10454,MITCHEL,MITCHEL,1,ELECTRICIANS STORAGE ROOM/ ELEVATOR SHOP/ EXTERMINATOR SHOP/ GROUNDS SHOP/ X-MAN SHOP
BRONX,2311,1,302 EAST 138TH STREET,10454,MITCHEL,MITCHEL,1,
BRONX,2311,1,318 EAST 138TH STREET,10454,MITCHEL,MITCHEL,1,
BRONX,2311,1,182 LINCOLN AVENUE,10454,MITCHEL,MITCHEL,1,
BRONX,2311,1,188 LINCOLN AVENUE,10454,MITCHEL,MITCHEL,1,SENIOR CENTER
BRONX,2311,1,190 LINCOLN AVENUE,10454,MITCHEL,MITCHEL,1,STORAGE ROOM
BRONX,2324,1,2715 3RD AVENUE,10451,PATTERSON,PATTERSON,1,BRICKLAYERS SHOP/ CARPENTERS SHOP
BRONX,2324,1,325 EAST 143RD STREET,10451,PATTERSON,PATTERSON,1,
BRONX,2324,1,315 EAST 143RD STREET,10451,PATTERSON,PATTERSON,1,GLAZIERS SHOP
BRONX,2324,1,281 EAST 143RD STREET,10451,PATTERSON,PATTERSON,1,
BRONX,2324,1,271 EAST 143RD STREET,10451,PATTERSON,PATTERSON,1,
BRONX,2324,1,291 EAST 143RD STREET,10451,PATTERSON,PATTERSON,1,
BRONX,2324,1,301 EAST 143RD STREET,10451,PATTERSON,PATTERSON,1,DEVELOPMENT MANAGEMENT OFFICE/ MAIN STOREROOM/ JANITORIAL STOREROOM
BRONX,2324,1,328 EAST 145TH STREET,10451,PATTERSON,PATTERSON,1,
BRONX,2324,1,338 EAST 145TH STREET,10451,PATTERSON,PATTERSON,1,CONTRACTOR PAINT SHOP/ NYCHA PAINT SHOP/ PLASTERERS SHOP/ EXTERMINATOR SHOP
BRONX,2324,1,308 EAST 145TH STREET,10451,PATTERSON,PATTERSON,1,SENIOR CENTER
BRONX,2324,1,414 MORRIS AVENUE,10451,PATTERSON,PATTERSON,1,NURSERY SCHOOL
BRONX,2324,1,424 MORRIS AVENUE,10451,PATTERSON,PATTERSON,1,
BRONX,2325,1,2595 3RD AVENUE,10451,PATTERSON,PATTERSON,1,
BRONX,2325,1,2645 3RD AVENUE,10451,PATTERSON,PATTERSON,1,
BRONX,2325,1,2635 3RD AVENUE,10451,PATTERSON,PATTERSON,1,
BRONX,2325,1,2625 3RD AVENUE,10451,PATTERSON,PATTERSON,1,
BRONX,2325,1,2615 3RD AVENUE,10451,PATTERSON,PATTERSON,1,
BRONX,2325,1,314 EAST 143RD STREET,10451,PATTERSON,PATTERSON,1,BOILER/ STORAGE ROOM
BRONX,2325,1,324 EAST 143RD STREET,10451,PATTERSON,PATTERSON,1,
BRONX,2325,1,300 EAST 143RD STREET,10451,PATTERSON,PATTERSON,1,
BRONX,2325,1,308 EAST 143RD STREET,10451,PATTERSON,PATTERSON,1,
BRONX,2325,1,300 MORRIS AVENUE,10451,PATTERSON,PATTERSON,1,PLUMBERS SHOP
BRONX,2325,1,320 MORRIS AVENUE,10451,PATTERSON,PATTERSON,1,
BRONX,2325,1,340 MORRIS AVENUE,10451,PATTERSON,PATTERSON,1,COMMUNITY CENTER
BRONX,2325,1,360 MORRIS AVENUE,10451,PATTERSON,PATTERSON,1,
BRONX,2325,1,370 MORRIS AVENUE,10451,PATTERSON,PATTERSON,1,
BRONX,2370,13,1070 WASHINGTON AVENUE,10456,LA PRECIOSA,BRONX PRO REAL ESTATE MGT,3,
BRONX,2372,1,1162 WASHINGTON AVENUE,10456,1162-1176 WASHINGTON AVENUE,CLAREMONT CONSOLIDATED,3,COMMUNITY OPERATIONS FACILITY/BOILER
BRONX,2372,1,1174 WASHINGTON AVENUE,10456,1162-1176 WASHINGTON AVENUE,CLAREMONT CONSOLIDATED,3,
BRONX,2372,1,1176 WASHINGTON AVENUE,10456,1162-1176 WASHINGTON AVENUE,CLAREMONT CONSOLIDATED,3,
BRONX,2390,24,450 EAST 169TH STREET,10456,MORRISANIA,WEBSTER,3,PLASTERERS SHOP
BRONX,2390,24,3566 PARK AVENUE,10456,MORRISANIA,WEBSTER,3,COMPACTOR ROOM
BRONX,2390,24,1285 WASHINGTON AVENUE,10456,MORRISANIA,WEBSTER,3,GLASS SHOP
BRONX,2390,24,1287 WASHINGTON AVENUE,10456,MORRISANIA,WEBSTER,3,COMPACTOR ROOM
BRONX,2395,1,421 EAST 168TH STREET,10456,WEBSTER,WEBSTER,3,COMMUNITY OPERATIONS FACILITY/BOILER
BRONX,2395,1,423 EAST 168TH STREET,10456,WEBSTER,WEBSTER,3,
BRONX,2395,1,401 EAST 168TH STREET,10456,WEBSTER,WEBSTER,3,MEDICAL FACILITY
BRONX,2395,1,400 EAST 169TH STREET,10456,WEBSTER,WEBSTER,3,DEVELOPMENT MANAGEMENT OFFICE
BRONX,2395,1,410 EAST 169TH STREET,10456,WEBSTER,WEBSTER,3,
BRONX,2395,1,420 EAST 169TH STREET,10456,WEBSTER,WEBSTER,3,CONTRACTOR PAINT SHOP/ NYCHA PAINT SHOP
BRONX,2395,1,422 EAST 169TH STREET,10456,WEBSTER,WEBSTER,3,
BRONX,2395,1,410GAR EAST 169TH STREET,10456,WEBSTER,WEBSTER,3,GARAGE
BRONX,2395,1,1270 WEBSTER AVENUE,10456,WEBSTER,WEBSTER,3,
BRONX,2395,1,1272 WEBSTER AVENUE,10456,WEBSTER,WEBSTER,3,RECORDS STORAGE ROOM
BRONX,2395,1,1250 WEBSTER AVENUE,10456,WEBSTER,WEBSTER,3,ELEVATOR PARTS STORAGE I/EXTERMINATOR SHOP
BRONX,2395,1,1260 WEBSTER AVENUE,10456,WEBSTER,WEBSTER,3,CARPENTERS SHOP/GLAZIERS SHOP
BRONX,2395,1,1262 WEBSTER AVENUE,10456,WEBSTER,WEBSTER,3,ELEVATOR PARTS STORAGE II
BRONX,2395,1,1230 WEBSTER AVENUE,10456,WEBSTER,WEBSTER,3,PLUMBING SUPPLY STORAGE
BRONX,2395,1,1232 WEBSTER AVENUE,10456,WEBSTER,WEBSTER,3,BRICKLAYERS SHOP
BRONX,2395,1,1240 WEBSTER AVENUE,10456,WEBSTER,WEBSTER,3,CHILDREN CENTER
BRONX,2398,14,372 EAST 152ND STREET,10455,EAST 152ND STREET-COURTLANDT AVENUE,MELROSE,1,SENIOR CENTER/WIFI
BRONX,2399,10,370 EAST 153RD STREET,10455,EAST 152ND STREET-COURTLANDT AVENUE,MELROSE,1,BOILER
BRONX,2402,9,362 EAST 156TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PARKING LOT
BRONX,2402,9,364 EAST 156TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PARKING LOT
BRONX,2402,11,366 EAST 156TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PARKING LOT
BRONX,2402,12,368 EAST 156TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PARKING LOT
BRONX,2402,17,389 EAST 155TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PARKING LOT
BRONX,2402,17,391 EAST 155TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PARKING LOT
BRONX,2402,17,393 EAST 155TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PARKING LOT
BRONX,2402,17,395 EAST 155TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PARKING LOT
BRONX,2402,17,380 EAST 156TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PARKING LOT
BRONX,2402,17,382 EAST 156TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PARKING LOT
BRONX,2402,17,386 EAST 156TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PRECINCT HOUSE
BRONX,2402,17,388 EAST 156TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PRECINCT HOUSE
BRONX,2402,17,390 EAST 156TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PRECINCT HOUSE
BRONX,2402,17,737 MELROSE AVENUE,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PRECINCT HOUSE (PRIMARY ADDRESS)/ BOILER
BRONX,2402,31,379 EAST 155TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PARKING LOT
BRONX,2402,32,377 EAST 155TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PARKING LOT
BRONX,2402,33,375 EAST 155TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PARKING LOT
BRONX,2402,34,373 EAST 155TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PARKING LOT
BRONX,2402,35,371 EAST 155TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PARKING LOT
BRONX,2402,36,369 EAST 155TH STREET,10455,POLICE SERVICE AREA #7,NYPD HOUSING BUREAU,1,PSA #7 PARKING LOT
BRONX,2409,9059,3200 PARK AVENUE,10451,MORRISANIA AIR RIGHTS,MORRISANIA AIR RIGHTS,3,
BRONX,2409,9059,3204 PARK AVENUE,10451,MORRISANIA AIR RIGHTS,MORRISANIA AIR RIGHTS,3,
BRONX,2409,9059,3210 PARK AVENUE,10451,MORRISANIA AIR RIGHTS,MORRISANIA AIR RIGHTS,3,COMMUNITY OPERATIONS FACILITY (STORAGE)
BRONX,2413,1,681 COURTLANDT AVENUE,10451,MELROSE,MELROSE,1,WIFI
BRONX,2413,1,685 COURTLANDT AVENUE,10451,MELROSE,MELROSE,1,
BRONX,2413,1,731 COURTLANDT AVENUE,10451,MELROSE,MELROSE,1,COMMUNITY OPERATIONS FACILITY
BRONX,2413,1,345 EAST 153RD STREET,10451,MELROSE,MELROSE,1,DEVELOPMENT MANAGEMENT OFFICE
BRONX,2413,1,321 EAST 153RD STREET,10451,MELROSE,MELROSE,1,EXTERMINATOR SHOP
BRONX,2413,1,325 EAST 153RD STREET,10451,MELROSE,MELROSE,1,
BRONX,2413,1,301 EAST 153RD STREET,10451,MELROSE,MELROSE,1,COMMUNITY OPERATIONS FACILITY
BRONX,2413,1,305 EAST 153RD STREET,10451,MELROSE,MELROSE,1,
BRONX,2413,1,277 EAST 153RD STREET,10451,MELROSE,MELROSE,1,SPECIAL PROGRAM
BRONX,2413,1,281 EAST 153RD STREET,10451,MELROSE,MELROSE,1,
BRONX,2413,1,346 EAST 156TH STREET,10451,MELROSE,MELROSE,1,
BRONX,2413,1,348 EAST 156TH STREET,10451,MELROSE,MELROSE,1,MEDICAL FACILITY
BRONX,2413,1,320 EAST 156TH STREET,10451,MELROSE,MELROSE,1,GROUNDS SHOP
BRONX,2413,1,304 EAST 156TH STREET,10451,MELROSE,MELROSE,1,BOILER
BRONX,2413,1,286 EAST 156TH STREET,10451,MELROSE,MELROSE,1,COMMUNITY CENTER/BOILER
BRONX,2413,1,700 MORRIS AVENUE,10451,MELROSE,MELROSE,1,
BRONX,2413,1,704 MORRIS AVENUE,10451,MELROSE,MELROSE,1,MAINTENANCE AREA/ X-SHOP
BRONX,2416,1,785 COURTLANDT AVENUE,10451,JACKSON,MORRISANIA AIR RIGHTS,1,CARPENTERS SHOP
BRONX,2416,1,799 COURTLANDT AVENUE,10451,JACKSON,MORRISANIA AIR RIGHTS,1,
BRONX,2416,1,765 COURTLANDT AVENUE,10451,JACKSON,MORRISANIA AIR RIGHTS,1,
BRONX,2416,1,325 EAST 156TH STREET,10451,JACKSON,MORRISANIA AIR RIGHTS,1,SENIOR CENTER
BRONX,2416,1,301 EAST 156TH STREET,10451,JACKSON,MORRISANIA AIR RIGHTS,1,CARPENTERS STORAGE ROOM/ PLUMBERS SHOP
BRONX,2416,1,285 EAST 156TH STREET,10451,JACKSON,MORRISANIA AIR RIGHTS,1,
BRONX,2416,1,300 EAST 158TH STREET,10451,JACKSON,MORRISANIA AIR RIGHTS,1,BOILER/ PLASTERERS SHOP/ STORAGE ROOM
BRONX,2416,1,310 EAST 158TH STREET,10451,JACKSON,MORRISANIA AIR RIGHTS,1,QUONSET HUT
BRONX,2416,1,3080 PARK AVENUE,10451,JACKSON,MORRISANIA AIR RIGHTS,1,BULK STORAGE ROOM/ GROUNDS SHOP/EXTERMINATOR SHOP
BRONX,2416,1,3050 PARK AVENUE,10451,JACKSON,MORRISANIA AIR RIGHTS,1,BRICKLAYERS SHOP
BRONX,2420,9020,3071 PARK AVENUE,10451,MORRISANIA AIR RIGHTS,MORRISANIA AIR RIGHTS,4,CARPENTERS STORAGE
BRONX,2420,9020,3073 PARK AVENUE,10451,MORRISANIA AIR RIGHTS,MORRISANIA AIR RIGHTS,4,BULK STORAGE ROOM/ JANITORIAL STORAGE ROOM/ MAIN STOREROOM/ MAINTENANCE SHOP/WIFI
BRONX,2420,9078,3115 PARK AVENUE,10451,MORRISANIA AIR RIGHTS,MORRISANIA AIR RIGHTS,4,
BRONX,2420,9078,3125 PARK AVENUE,10451,MORRISANIA AIR RIGHTS,MORRISANIA AIR RIGHTS,4,BOILER
BRONX,2420,9078,3131 PARK AVENUE,10451,MORRISANIA AIR RIGHTS,MORRISANIA AIR RIGHTS,4,COMMUNITY OPERATIONS FACILITY
BRONX,2420,9078,3135 PARK AVENUE,10451,MORRISANIA AIR RIGHTS,MORRISANIA AIR RIGHTS,4,SENIOR CENTER
BRONX,2420,9078,3145 PARK AVENUE,10451,MORRISANIA AIR RIGHTS,MORRISANIA AIR RIGHTS,4,DEVELOPMENT MANAGEMENT OFFICE
BRONX,2427,3,1228 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,4,BOILER
BRONX,2427,4,1232 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,4,
BRONX,2427,6,1236 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,4,BOILER
BRONX,2427,7,1240 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,4,BOILER
BRONX,2427,9,1244 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,4,BOILER
BRONX,2427,10,1248 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,4,BOILER
BRONX,2427,12,1252 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,4,BOILER
BRONX,2427,22,1278 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,4,COMMERCIAL SPACE (STORE #1)/ BOILER
BRONX,2427,22,1280 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,4,COMMERCIAL SPACE (STORE #2)
BRONX,2428,3,1046 TELLER AVENUE,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,4,BOILER
BRONX,2428,4,1052 TELLER AVENUE,10456,CLAREMONT REHAB (GROUP 3),CLAREMONT CONSOLIDATED,4,DEVELOPMENT MANAGEMENT OFFICE/ BOILER
BRONX,2428,9,1064 TELLER AVENUE,10456,CLAREMONT REHAB (GROUP 3),CLAREMONT CONSOLIDATED,4,TENANT ASSOCIATION ROOM/BOILER
BRONX,2428,12,1068 TELLER AVENUE,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,4,BOILER/EXTERMINATOR SHOP
BRONX,2428,15,1072 TELLER AVENUE,10456,CLAREMONT REHAB (GROUP 3),CLAREMONT CONSOLIDATED,4,BOILER
BRONX,2429,1,1100 TELLER AVENUE,10456,TELLER AVENUE-EAST 166TH STREET,CLAREMONT CONSOLIDATED,4,BOILER
BRONX,2429,1,1110 TELLER AVENUE,10456,TELLER AVENUE-EAST 166TH STREET,CLAREMONT CONSOLIDATED,4,
BRONX,2429,28,1115 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,4,BOILER
BRONX,2429,28,1119 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,4,
BRONX,2429,28,1123 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,4,
BRONX,2429,28,1127 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,4,
BRONX,2430,30,1195 CLAY AVENUE,10456,CLAREMONT REHAB (GROUP 2),CLAREMONT CONSOLIDATED,4,COMMERCIAL SPACE (STORE # 
BRONX,2433,1,1020 COLLEGE AVENUE,10456,COLLEGE AVENUE-EAST 165TH STREET,CLAREMONT CONSOLIDATED,4,SENIOR CENTER/LAUNDRY
BRONX,2433,1,1030 COLLEGE AVENUE,10456,COLLEGE AVENUE-EAST 165TH STREET,CLAREMONT CONSOLIDATED,4,
BRONX,2434,18,1150 COLLEGE AVENUE,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,4,BOILER/ BRICKLAYERS SHOP
BRONX,2434,18,1156 COLLEGE AVENUE,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,4,
BRONX,2434,18,308 EAST 167TH STREET,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,4,COMMERCIAL SPACE (STORES #1-3)
BRONX,2434,26,1131 FINDLAY AVENUE,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,4,MAINTENANCE OPERATION/ TENANT ASSOCIATION ROOM/ BOILER/ MAIN STOREROOM/ PLUMBERS SHOP
BRONX,2434,30,1129 FINDLAY AVENUE,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,4,DEVELOPMENT GROUNDS
BRONX,2434,34,1113 FINDLAY AVENUE,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,4,BOILER
BRONX,2434,34,1117 FINDLAY AVENUE,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,4,
BRONX,2434,34,1121 FINDLAY AVENUE,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,4,
BRONX,2434,42,1105 FINDLAY AVENUE,10456,CLAREMONT REHAB (GROUP 5),CLAREMONT CONSOLIDATED,4,DEVELOPMENT GROUNDS
BRONX,2434,53,1114 FINDLAY AVENUE,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,4,BOILER/ STORAGE ROOM
BRONX,2434,57,1122 FINDLAY AVENUE,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,4,
BRONX,2434,57,1124 FINDLAY AVENUE,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,4,
BRONX,2434,57,1128 FINDLAY AVENUE,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,4,TENANT ASSOCIATION ROOM/ BOILER/ GLAZIERS SHOP/ PAINT SHOP
BRONX,2434,57,1134 FINDLAY AVENUE,10456,CLAREMONT REHAB (GROUP 4),CLAREMONT CONSOLIDATED,4,
BRONX,2434,74,1129 TELLER AVENUE,10456,CLAREMONT REHAB (GROUP 3),CLAREMONT CONSOLIDATED,4,BOILER
